tree_id,treelabel,species,boxlabel
401,b3-p1-c3-a1,fagus,b3-p1-c3
402,b3-p1-c3-b1,quercus,b3-p1-c3
403,b3-p1-c3-a2,quercus,b3-p1-c3
404,b3-p1-c3-b2,fagus,b3-p1-c3
405,b3-p1-c3-a3,fagus,b3-p1-c3
406,b3-p1-c3-b3,quercus,b3-p1-c3
407,b3-p1-c3-a4,quercus,b3-p1-c3
408,b3-p1-c3-b4,fagus,b3-p1-c3
409,b3-p1-c4-a1,fagus,b3-p1-c4
410,b3-p1-c4-b1,quercus,b3-p1-c4
411,b3-p1-c4-a2,quercus,b3-p1-c4
412,b3-p1-c4-b2,fagus,b3-p1-c4
413,b3-p1-c4-a3,fagus,b3-p1-c4
414,b3-p1-c4-b3,quercus,b3-p1-c4
415,b3-p1-c4-a4,quercus,b3-p1-c4
416,b3-p1-c4-b4,fagus,b3-p1-c4
417,b3-p2-c1-a1,fagus,b3-p2-c1
418,b3-p2-c1-b1,fagus,b3-p2-c1
419,b3-p2-c1-a2,fagus,b3-p2-c1
420,b3-p2-c1-b2,fagus,b3-p2-c1
421,b3-p2-c1-a3,fagus,b3-p2-c1
422,b3-p2-c1-b3,fagus,b3-p2-c1
423,b3-p2-c1-a4,fagus,b3-p2-c1
424,b3-p2-c1-b4,fagus,b3-p2-c1
425,b3-p2-c2-a1,fagus,b3-p2-c2
426,b3-p2-c2-b1,quercus,b3-p2-c2
427,b3-p2-c2-a2,quercus,b3-p2-c2
428,b3-p2-c2-b2,fagus,b3-p2-c2
429,b3-p2-c2-a3,fagus,b3-p2-c2
430,b3-p2-c2-b3,quercus,b3-p2-c2
431,b3-p2-c2-a4,quercus,b3-p2-c2
432,b3-p2-c2-b4,fagus,b3-p2-c2
433,b3-p2-c3-a1,fagus,b3-p2-c3
434,b3-p2-c3-b1,quercus,b3-p2-c3
435,b3-p2-c3-a2,quercus,b3-p2-c3
436,b3-p2-c3-b2,fagus,b3-p2-c3
437,b3-p2-c3-a3,fagus,b3-p2-c3
438,b3-p2-c3-b3,quercus,b3-p2-c3
439,b3-p2-c3-a4,quercus,b3-p2-c3
440,b3-p2-c3-b4,fagus,b3-p2-c3
441,b3-p2-c4-a1,quercus,b3-p2-c4
442,b3-p2-c4-b1,quercus,b3-p2-c4
443,b3-p2-c4-a2,quercus,b3-p2-c4
444,b3-p2-c4-b2,quercus,b3-p2-c4
445,b3-p2-c4-a3,quercus,b3-p2-c4
446,b3-p2-c4-b3,quercus,b3-p2-c4
447,b3-p2-c4-a4,quercus,b3-p2-c4
448,b3-p2-c4-b4,quercus,b3-p2-c4
449,b3-p3-c1-a1,quercus,b3-p3-c1
450,b3-p3-c1-b1,quercus,b3-p3-c1
451,b3-p3-c1-a2,quercus,b3-p3-c1
452,b3-p3-c1-b2,quercus,b3-p3-c1
453,b3-p3-c1-a3,quercus,b3-p3-c1
454,b3-p3-c1-b3,quercus,b3-p3-c1
455,b3-p3-c1-a4,quercus,b3-p3-c1
456,b3-p3-c1-b4,quercus,b3-p3-c1
457,b3-p3-c2-a1,fagus,b3-p3-c2
458,b3-p3-c2-b1,fagus,b3-p3-c2
459,b3-p3-c2-a2,fagus,b3-p3-c2
460,b3-p3-c2-b2,fagus,b3-p3-c2
461,b3-p3-c2-a3,fagus,b3-p3-c2
462,b3-p3-c2-b3,fagus,b3-p3-c2
463,b3-p3-c2-a4,fagus,b3-p3-c2
464,b3-p3-c2-b4,fagus,b3-p3-c2
465,b3-p3-c3-a1,quercus,b3-p3-c3
466,b3-p3-c3-b1,quercus,b3-p3-c3
467,b3-p3-c3-a2,quercus,b3-p3-c3
468,b3-p3-c3-b2,quercus,b3-p3-c3
469,b3-p3-c3-a3,quercus,b3-p3-c3
470,b3-p3-c3-b3,quercus,b3-p3-c3
471,b3-p3-c3-a4,quercus,b3-p3-c3
472,b3-p3-c3-b4,quercus,b3-p3-c3
473,b3-p3-c4-a1,fagus,b3-p3-c4
474,b3-p3-c4-b1,fagus,b3-p3-c4
475,b3-p3-c4-a2,fagus,b3-p3-c4
476,b3-p3-c4-b2,fagus,b3-p3-c4
477,b3-p3-c4-a3,fagus,b3-p3-c4
478,b3-p3-c4-b3,fagus,b3-p3-c4
479,b3-p3-c4-a4,fagus,b3-p3-c4
480,b3-p3-c4-b4,fagus,b3-p3-c4
481,b3-p4-c1-a1,fagus,b3-p4-c1
482,b3-p4-c1-b1,fagus,b3-p4-c1
483,b3-p4-c1-a2,fagus,b3-p4-c1
484,b3-p4-c1-b2,fagus,b3-p4-c1
485,b3-p4-c1-a3,fagus,b3-p4-c1
486,b3-p4-c1-b3,fagus,b3-p4-c1
487,b3-p4-c1-a4,fagus,b3-p4-c1
488,b3-p4-c1-b4,fagus,b3-p4-c1
489,b3-p4-c2-a1,quercus,b3-p4-c2
490,b3-p4-c2-b1,quercus,b3-p4-c2
491,b3-p4-c2-a2,quercus,b3-p4-c2
492,b3-p4-c2-b2,quercus,b3-p4-c2
493,b3-p4-c2-a3,quercus,b3-p4-c2
494,b3-p4-c2-b3,quercus,b3-p4-c2
495,b3-p4-c2-a4,quercus,b3-p4-c2
496,b3-p4-c2-b4,quercus,b3-p4-c2
497,b3-p4-c3-a1,fagus,b3-p4-c3
498,b3-p4-c3-b1,quercus,b3-p4-c3
499,b3-p4-c3-a2,quercus,b3-p4-c3
500,b3-p4-c3-b2,fagus,b3-p4-c3
501,b3-p4-c3-a3,fagus,b3-p4-c3
502,b3-p4-c3-b3,quercus,b3-p4-c3
503,b3-p4-c3-a4,quercus,b3-p4-c3
504,b3-p4-c3-b4,fagus,b3-p4-c3
505,b3-p4-c4-a1,quercus,b3-p4-c4
506,b3-p4-c4-b1,fagus,b3-p4-c4
507,b3-p4-c4-a2,fagus,b3-p4-c4
508,b3-p4-c4-b2,quercus,b3-p4-c4
509,b3-p4-c4-a3,quercus,b3-p4-c4
510,b3-p4-c4-b3,fagus,b3-p4-c4
511,b3-p4-c4-a4,fagus,b3-p4-c4
512,b3-p4-c4-b4,quercus,b3-p4-c4
513,b3-p5-c1-a1,quercus,b3-p5-c1
514,b3-p5-c1-b1,quercus,b3-p5-c1
515,b3-p5-c1-a2,quercus,b3-p5-c1
516,b3-p5-c1-b2,quercus,b3-p5-c1
517,b3-p5-c1-a3,quercus,b3-p5-c1
518,b3-p5-c1-b3,quercus,b3-p5-c1
519,b3-p5-c1-a4,quercus,b3-p5-c1
520,b3-p5-c1-b4,quercus,b3-p5-c1
521,b3-p5-c2-a1,fagus,b3-p5-c2
522,b3-p5-c2-b1,fagus,b3-p5-c2
523,b3-p5-c2-a2,fagus,b3-p5-c2
524,b3-p5-c2-b2,fagus,b3-p5-c2
525,b3-p5-c2-a3,fagus,b3-p5-c2
526,b3-p5-c2-b3,fagus,b3-p5-c2
527,b3-p5-c2-a4,fagus,b3-p5-c2
528,b3-p5-c2-b4,fagus,b3-p5-c2
529,b3-p5-c3-a1,fagus,b3-p5-c3
530,b3-p5-c3-b1,fagus,b3-p5-c3
531,b3-p5-c3-a2,fagus,b3-p5-c3
532,b3-p5-c3-b2,fagus,b3-p5-c3
533,b3-p5-c3-a3,fagus,b3-p5-c3
534,b3-p5-c3-b3,fagus,b3-p5-c3
535,b3-p5-c3-a4,fagus,b3-p5-c3
536,b3-p5-c3-b4,fagus,b3-p5-c3
537,b3-p5-c4-a1,quercus,b3-p5-c4
538,b3-p5-c4-b1,quercus,b3-p5-c4
539,b3-p5-c4-a2,quercus,b3-p5-c4
540,b3-p5-c4-b2,quercus,b3-p5-c4
541,b3-p5-c4-a3,quercus,b3-p5-c4
542,b3-p5-c4-b3,quercus,b3-p5-c4
543,b3-p5-c4-a4,quercus,b3-p5-c4
544,b3-p5-c4-b4,quercus,b3-p5-c4
545,b3-p6-c1-a1,fagus,b3-p6-c1
546,b3-p6-c1-b1,quercus,b3-p6-c1
547,b3-p6-c1-a2,quercus,b3-p6-c1
548,b3-p6-c1-b2,fagus,b3-p6-c1
549,b3-p6-c1-a3,fagus,b3-p6-c1
550,b3-p6-c1-b3,quercus,b3-p6-c1
551,b3-p6-c1-a4,quercus,b3-p6-c1
552,b3-p6-c1-b4,fagus,b3-p6-c1
553,b3-p6-c2-a1,fagus,b3-p6-c2
554,b3-p6-c2-b1,fagus,b3-p6-c2
555,b3-p6-c2-a2,fagus,b3-p6-c2
556,b3-p6-c2-b2,fagus,b3-p6-c2
557,b3-p6-c2-a3,fagus,b3-p6-c2
558,b3-p6-c2-b3,fagus,b3-p6-c2
559,b3-p6-c2-a4,fagus,b3-p6-c2
560,b3-p6-c2-b4,fagus,b3-p6-c2
561,b3-p6-c3-a1,fagus,b3-p6-c3
562,b3-p6-c3-b1,quercus,b3-p6-c3
563,b3-p6-c3-a2,quercus,b3-p6-c3
564,b3-p6-c3-b2,fagus,b3-p6-c3
565,b3-p6-c3-a3,fagus,b3-p6-c3
566,b3-p6-c3-b3,quercus,b3-p6-c3
567,b3-p6-c3-a4,quercus,b3-p6-c3
568,b3-p6-c3-b4,fagus,b3-p6-c3
569,b3-p6-c4-a1,quercus,b3-p6-c4
570,b3-p6-c4-b1,quercus,b3-p6-c4
571,b3-p6-c4-a2,quercus,b3-p6-c4
572,b3-p6-c4-b2,quercus,b3-p6-c4
573,b3-p6-c4-a3,quercus,b3-p6-c4
574,b3-p6-c4-b3,quercus,b3-p6-c4
575,b3-p6-c4-a4,quercus,b3-p6-c4
576,b3-p6-c4-b4,quercus,b3-p6-c4
601,b1-p1-c3-d1,robinia,b1-p1-c3
602,b1-p1-c3-e1,robinia,b1-p1-c3
603,b1-p1-c3-f1,robinia,b1-p1-c3
604,b1-p1-c3-d2,robinia,b1-p1-c3
605,b1-p1-c3-e2,robinia,b1-p1-c3
606,b1-p1-c3-f2,robinia,b1-p1-c3
607,b1-p1-c4-d1,robinia,b1-p1-c4
608,b1-p1-c4-e1,robinia,b1-p1-c4
609,b1-p1-c4-f1,robinia,b1-p1-c4
610,b1-p1-c4-d2,robinia,b1-p1-c4
611,b1-p1-c4-e2,robinia,b1-p1-c4
612,b1-p1-c4-f2,robinia,b1-p1-c4
613,b1-p2-c1-d1,robinia,b1-p2-c1
614,b1-p2-c1-e1,robinia,b1-p2-c1
615,b1-p2-c1-f1,robinia,b1-p2-c1
616,b1-p2-c1-d2,robinia,b1-p2-c1
617,b1-p2-c1-e2,robinia,b1-p2-c1
618,b1-p2-c1-f2,robinia,b1-p2-c1
619,b1-p2-c3-d1,robinia,b1-p2-c3
620,b1-p2-c3-e1,robinia,b1-p2-c3
621,b1-p2-c3-f1,robinia,b1-p2-c3
622,b1-p2-c3-d2,robinia,b1-p2-c3
623,b1-p2-c3-e2,robinia,b1-p2-c3
624,b1-p2-c3-f2,robinia,b1-p2-c3
625,b1-p3-c3-d1,robinia,b1-p3-c3
626,b1-p3-c3-e1,robinia,b1-p3-c3
627,b1-p3-c3-f1,robinia,b1-p3-c3
628,b1-p3-c3-d2,robinia,b1-p3-c3
629,b1-p3-c3-e2,robinia,b1-p3-c3
630,b1-p3-c3-f2,robinia,b1-p3-c3
631,b1-p3-c4-d1,robinia,b1-p3-c4
632,b1-p3-c4-e1,robinia,b1-p3-c4
633,b1-p3-c4-f1,robinia,b1-p3-c4
634,b1-p3-c4-d2,robinia,b1-p3-c4
635,b1-p3-c4-e2,robinia,b1-p3-c4
636,b1-p3-c4-f2,robinia,b1-p3-c4
637,b1-p4-c2-d1,robinia,b1-p4-c2
638,b1-p4-c2-e1,robinia,b1-p4-c2
639,b1-p4-c2-f1,robinia,b1-p4-c2
640,b1-p4-c2-d2,robinia,b1-p4-c2
641,b1-p4-c2-e2,robinia,b1-p4-c2
642,b1-p4-c2-f2,robinia,b1-p4-c2
643,b1-p4-c3-d1,robinia,b1-p4-c3
644,b1-p4-c3-e1,robinia,b1-p4-c3
645,b1-p4-c3-f1,robinia,b1-p4-c3
646,b1-p4-c3-d2,robinia,b1-p4-c3
647,b1-p4-c3-e2,robinia,b1-p4-c3
648,b1-p4-c3-f2,robinia,b1-p4-c3
649,b1-p4-c4-d1,robinia,b1-p4-c4
650,b1-p4-c4-e1,robinia,b1-p4-c4
651,b1-p4-c4-f1,robinia,b1-p4-c4
652,b1-p4-c4-d2,robinia,b1-p4-c4
653,b1-p4-c4-e2,robinia,b1-p4-c4
654,b1-p4-c4-f2,robinia,b1-p4-c4
655,b1-p5-c1-d1,robinia,b1-p5-c1
656,b1-p5-c1-e1,robinia,b1-p5-c1
657,b1-p5-c1-f1,robinia,b1-p5-c1
658,b1-p5-c1-d2,robinia,b1-p5-c1
659,b1-p5-c1-e2,robinia,b1-p5-c1
660,b1-p5-c1-f2,robinia,b1-p5-c1
661,b1-p5-c2-d1,robinia,b1-p5-c2
662,b1-p5-c2-e1,robinia,b1-p5-c2
663,b1-p5-c2-f1,robinia,b1-p5-c2
664,b1-p5-c2-d2,robinia,b1-p5-c2
665,b1-p5-c2-e2,robinia,b1-p5-c2
666,b1-p5-c2-f2,robinia,b1-p5-c2
667,b1-p6-c4-d1,robinia,b1-p6-c4
668,b1-p6-c4-e1,robinia,b1-p6-c4
669,b1-p6-c4-f1,robinia,b1-p6-c4
670,b1-p6-c4-d2,robinia,b1-p6-c4
671,b1-p6-c4-e2,robinia,b1-p6-c4
672,b1-p6-c4-f2,robinia,b1-p6-c4
673,b2-p1-c1-d1,robinia,b2-p1-c1
674,b2-p1-c1-e1,robinia,b2-p1-c1
675,b2-p1-c1-f1,robinia,b2-p1-c1
676,b2-p1-c1-d2,robinia,b2-p1-c1
677,b2-p1-c1-e2,robinia,b2-p1-c1
678,b2-p1-c1-f2,robinia,b2-p1-c1
679,b2-p1-c3-d1,robinia,b2-p1-c3
680,b2-p1-c3-e1,robinia,b2-p1-c3
681,b2-p1-c3-f1,robinia,b2-p1-c3
682,b2-p1-c3-d2,robinia,b2-p1-c3
683,b2-p1-c3-e2,robinia,b2-p1-c3
684,b2-p1-c3-f2,robinia,b2-p1-c3
685,b2-p2-c1-d1,robinia,b2-p2-c1
686,b2-p2-c1-e1,robinia,b2-p2-c1
687,b2-p2-c1-f1,robinia,b2-p2-c1
688,b2-p2-c1-d2,robinia,b2-p2-c1
689,b2-p2-c1-e2,robinia,b2-p2-c1
690,b2-p2-c1-f2,robinia,b2-p2-c1
691,b2-p2-c2-d1,robinia,b2-p2-c2
692,b2-p2-c2-e1,robinia,b2-p2-c2
693,b2-p2-c2-f1,robinia,b2-p2-c2
694,b2-p2-c2-d2,robinia,b2-p2-c2
695,b2-p2-c2-e2,robinia,b2-p2-c2
696,b2-p2-c2-f2,robinia,b2-p2-c2
697,b2-p2-c4-d1,robinia,b2-p2-c4
698,b2-p2-c4-e1,robinia,b2-p2-c4
699,b2-p2-c4-f1,robinia,b2-p2-c4
700,b2-p2-c4-d2,robinia,b2-p2-c4
701,b2-p2-c4-e2,robinia,b2-p2-c4
702,b2-p2-c4-f2,robinia,b2-p2-c4
703,b2-p3-c2-d1,robinia,b2-p3-c2
704,b2-p3-c2-e1,robinia,b2-p3-c2
705,b2-p3-c2-f1,robinia,b2-p3-c2
706,b2-p3-c2-d2,robinia,b2-p3-c2
707,b2-p3-c2-e2,robinia,b2-p3-c2
708,b2-p3-c2-f2,robinia,b2-p3-c2
709,b2-p4-c1-d1,robinia,b2-p4-c1
710,b2-p4-c1-e1,robinia,b2-p4-c1
711,b2-p4-c1-f1,robinia,b2-p4-c1
712,b2-p4-c1-d2,robinia,b2-p4-c1
713,b2-p4-c1-e2,robinia,b2-p4-c1
714,b2-p4-c1-f2,robinia,b2-p4-c1
715,b2-p4-c2-d1,robinia,b2-p4-c2
716,b2-p4-c2-e1,robinia,b2-p4-c2
717,b2-p4-c2-f1,robinia,b2-p4-c2
718,b2-p4-c2-d2,robinia,b2-p4-c2
719,b2-p4-c2-e2,robinia,b2-p4-c2
720,b2-p4-c2-f2,robinia,b2-p4-c2
721,b2-p4-c4-d1,robinia,b2-p4-c4
722,b2-p4-c4-e1,robinia,b2-p4-c4
723,b2-p4-c4-f1,robinia,b2-p4-c4
724,b2-p4-c4-d2,robinia,b2-p4-c4
725,b2-p4-c4-e2,robinia,b2-p4-c4
726,b2-p4-c4-f2,robinia,b2-p4-c4
727,b2-p5-c4-d1,robinia,b2-p5-c4
728,b2-p5-c4-e1,robinia,b2-p5-c4
729,b2-p5-c4-f1,robinia,b2-p5-c4
730,b2-p5-c4-d2,robinia,b2-p5-c4
731,b2-p5-c4-e2,robinia,b2-p5-c4
732,b2-p5-c4-f2,robinia,b2-p5-c4
733,b2-p6-c1-d1,robinia,b2-p6-c1
734,b2-p6-c1-e1,robinia,b2-p6-c1
735,b2-p6-c1-f1,robinia,b2-p6-c1
736,b2-p6-c1-d2,robinia,b2-p6-c1
737,b2-p6-c1-e2,robinia,b2-p6-c1
738,b2-p6-c1-f2,robinia,b2-p6-c1
739,b2-p6-c3-d1,robinia,b2-p6-c3
740,b2-p6-c3-e1,robinia,b2-p6-c3
741,b2-p6-c3-f1,robinia,b2-p6-c3
742,b2-p6-c3-d2,robinia,b2-p6-c3
743,b2-p6-c3-e2,robinia,b2-p6-c3
744,b2-p6-c3-f2,robinia,b2-p6-c3
745,b3-p1-c1-d1,robinia,b3-p1-c1
746,b3-p1-c1-e1,robinia,b3-p1-c1
747,b3-p1-c1-f1,robinia,b3-p1-c1
748,b3-p1-c1-d2,robinia,b3-p1-c1
749,b3-p1-c1-e2,robinia,b3-p1-c1
750,b3-p1-c1-f2,robinia,b3-p1-c1
751,b3-p1-c2-d1,robinia,b3-p1-c2
752,b3-p1-c2-e1,robinia,b3-p1-c2
753,b3-p1-c2-f1,robinia,b3-p1-c2
754,b3-p1-c2-d2,robinia,b3-p1-c2
755,b3-p1-c2-e2,robinia,b3-p1-c2
756,b3-p1-c2-f2,robinia,b3-p1-c2
757,b3-p1-c4-d1,robinia,b3-p1-c4
758,b3-p1-c4-e1,robinia,b3-p1-c4
759,b3-p1-c4-f1,robinia,b3-p1-c4
760,b3-p1-c4-d2,robinia,b3-p1-c4
761,b3-p1-c4-e2,robinia,b3-p1-c4
762,b3-p1-c4-f2,robinia,b3-p1-c4
763,b3-p2-c2-d1,robinia,b3-p2-c2
764,b3-p2-c2-e1,robinia,b3-p2-c2
765,b3-p2-c2-f1,robinia,b3-p2-c2
766,b3-p2-c2-d2,robinia,b3-p2-c2
767,b3-p2-c2-e2,robinia,b3-p2-c2
768,b3-p2-c2-f2,robinia,b3-p2-c2
769,b3-p2-c4-d1,robinia,b3-p2-c4
770,b3-p2-c4-e1,robinia,b3-p2-c4
771,b3-p2-c4-f1,robinia,b3-p2-c4
772,b3-p2-c4-d2,robinia,b3-p2-c4
773,b3-p2-c4-e2,robinia,b3-p2-c4
774,b3-p2-c4-f2,robinia,b3-p2-c4
775,b3-p3-c4-d1,robinia,b3-p3-c4
776,b3-p3-c4-e1,robinia,b3-p3-c4
777,b3-p3-c4-f1,robinia,b3-p3-c4
778,b3-p3-c4-d2,robinia,b3-p3-c4
779,b3-p3-c4-e2,robinia,b3-p3-c4
780,b3-p3-c4-f2,robinia,b3-p3-c4
781,b3-p4-c4-d1,robinia,b3-p4-c4
782,b3-p4-c4-e1,robinia,b3-p4-c4
783,b3-p4-c4-f1,robinia,b3-p4-c4
784,b3-p4-c4-d2,robinia,b3-p4-c4
785,b3-p4-c4-e2,robinia,b3-p4-c4
786,b3-p4-c4-f2,robinia,b3-p4-c4
787,b3-p5-c1-d1,robinia,b3-p5-c1
788,b3-p5-c1-e1,robinia,b3-p5-c1
789,b3-p5-c1-f1,robinia,b3-p5-c1
790,b3-p5-c1-d2,robinia,b3-p5-c1
791,b3-p5-c1-e2,robinia,b3-p5-c1
792,b3-p5-c1-f2,robinia,b3-p5-c1
793,b3-p5-c2-d1,robinia,b3-p5-c2
794,b3-p5-c2-e1,robinia,b3-p5-c2
795,b3-p5-c2-f1,robinia,b3-p5-c2
796,b3-p5-c2-d2,robinia,b3-p5-c2
797,b3-p5-c2-e2,robinia,b3-p5-c2
798,b3-p5-c2-f2,robinia,b3-p5-c2
799,b3-p5-c3-d1,robinia,b3-p5-c3
800,b3-p5-c3-e1,robinia,b3-p5-c3
801,b3-p5-c3-f1,robinia,b3-p5-c3
802,b3-p5-c3-d2,robinia,b3-p5-c3
803,b3-p5-c3-e2,robinia,b3-p5-c3
804,b3-p5-c3-f2,robinia,b3-p5-c3
805,b3-p5-c4-d1,robinia,b3-p5-c4
806,b3-p5-c4-e1,robinia,b3-p5-c4
807,b3-p5-c4-f1,robinia,b3-p5-c4
808,b3-p5-c4-d2,robinia,b3-p5-c4
809,b3-p5-c4-e2,robinia,b3-p5-c4
810,b3-p5-c4-f2,robinia,b3-p5-c4
811,b3-p6-c3-d1,robinia,b3-p6-c3
812,b3-p6-c3-e1,robinia,b3-p6-c3
813,b3-p6-c3-f1,robinia,b3-p6-c3
814,b3-p6-c3-d2,robinia,b3-p6-c3
815,b3-p6-c3-e2,robinia,b3-p6-c3
816,b3-p6-c3-f2,robinia,b3-p6-c3
